cycle,base,info,structural,incentives,combined,gain
319,7.29987557,20.67606802,9.954375778,14.64122771,53.8780589,23.20613853
320,7.424305268,20.67606802,10.01659063,14.35089175,53.60846122,23.41352136
321,7.196184156,20.67606802,9.912899212,15.0145168,53.81584405,22.60472833
322,7.092492742,20.77975944,9.871422646,14.64122771,54.4794691,23.37204479
323,7.133969307,20.75902115,9.912899212,14.68270427,53.98175031,22.89506429
324,7.113231024,20.6968063,10.07880547,14.41310659,53.96101203,22.99875572
325,7.196184156,20.75902115,9.850684363,14.45458316,54.08544173,23.41352137
326,7.113231024,20.61385317,10.03732891,14.39236831,53.7536292,22.93654086
327,7.175445873,20.63459146,9.892160929,14.49605973,54.14765657,23.4757362
328,7.320613853,20.80049772,9.954375778,14.55827457,54.10618001,23.43425965
329,7.175445873,20.59311489,9.767731232,14.82787225,54.12691829,23.28909166
330,7.320613853,20.42720863,9.954375778,14.20572377,53.8780589,23.93197843
331,7.44504355,20.67606802,9.809207798,14.24720033,53.91953546,24.07714641
332,7.237660722,20.67606802,9.912899212,14.35089175,54.04396516,23.57942762
333,7.092492742,20.61385317,9.933637495,14.24720033,53.91953546,23.30982995
334,7.237660722,20.48942348,10.16175861,14.78639569,54.10618001,23.14392367
335,7.382828702,20.77975944,10.05806719,14.30941518,54.06470344,23.68311903
336,7.341352136,20.96640398,9.746992949,14.41310659,54.12691829,23.68311904
337,7.279137287,20.821236,9.871422646,14.47532144,54.08544173,23.47573622
338,7.279137287,21.02861883,10.03732891,14.39236831,54.16839486,23.26835338
339,7.403566985,21.11157196,9.6847781,14.95230195,54.33430112,23.39278308
340,7.216922439,21.00788055,9.767731232,14.74491912,54.64537536,23.55868934
341,7.44504355,20.57237661,9.705516383,14.53753629,54.16839486,24.24305268
342,7.00953961,20.71754459,9.871422646,14.78639569,54.23060971,22.874326
343,7.113231024,20.86271257,9.975114061,15.09746993,54.23060971,22.5217752
344,7.44504355,20.90418913,9.871422646,14.80713397,54.37577769,23.68311904
345,7.071754459,20.71754459,9.53961012,14.43384488,54.56242223,24.01493156
346,7.341352136,20.90418913,9.664039818,14.41310659,53.96101203,23.66238076
347,7.030277893,21.11157196,9.6847781,14.7656574,54.14765657,22.6462049
348,7.279137287,21.04935711,9.975114061,14.72418084,54.64537536,23.45499792
349,7.175445873,20.88345085,10.03732891,14.49605973,54.76980506,23.70385732
350,7.113231024,20.98714226,10.01659063,14.62048942,54.33430112,22.93654086
351,7.175445873,20.86271257,10.12028204,14.59975114,54.95644961,23.72459561
352,7.258399005,20.80049772,9.871422646,14.70344255,54.64537536,23.78681045
353,7.258399005,20.90418913,9.871422646,14.99377852,54.66611365,23.41352136
354,7.320613853,20.55163832,10.03732891,14.82787225,54.68685193,23.91124016
355,7.051016176,20.59311489,9.912899212,14.47532144,54.74906678,23.86976359
356,6.988801327,20.90418913,9.912899212,14.62048942,54.64537536,23.18540025
357,7.133969307,20.77975944,9.912899212,14.84861054,54.62463708,23.3513065
358,7.175445873,20.75902115,9.82994608,14.68270427,54.64537536,23.72459561
359,7.320613853,20.9456657,9.892160929,14.74491912,54.83201991,23.89050187
360,7.341352136,20.73828287,9.975114061,14.7656574,54.43799253,23.64164247
361,7.092492742,21.00788055,10.05806719,14.93156367,54.62463708,22.81211115
362,7.092492742,21.29821651,9.82994608,14.66196599,54.85275819,23.24761509
363,7.196184156,20.67606802,9.82994608,14.95230195,54.50020738,23.43425964
364,6.86437163,20.821236,9.933637495,14.59975114,55.01866445,23.39278308
365,7.258399005,21.11157196,9.788469515,14.47532144,54.99792617,24.13936127
