sort_frequency_habit,sort_frequency_nohabit
1,0.326633166
0.010050251,0.577889447
0.673366834,0.703517588
0.030150754,0.537688442
0.929648241,0.231155779
0.020100503,0.422110553
0.025125628,0.507537688
0.060301508,0.623115578
0.979899497,0.502512563
0.010050251,0.748743719
0.698492462,0.351758794
0.010050251,0.547738693
0.005025126,0.422110553
0,0.623115578
0.909547739,0.472361809
0.819095477,0.165829146
0.015075377,0.497487437
1,0.552763819
0.025125628,0.427135678
0.040201005,0.733668342
0.015075377,0.623115578
0,0.582914573
0,0.492462312
0.010050251,0.442211055
0.010050251,0.572864322
0.030150754,0.587939698
0.025125628,0
0.020100503,0.32160804
0.005025126,0.40201005
0.015075377,0.115577889
0,0.512562814
0.809045226,0.040201005
0.045226131,0.291457286
0.788944724,0.522613065
0.020100503,0.422110553
0.015075377,0.688442211
0,0.231155779
0.015075377,0.452261307
0.005025126,0.412060302
0.015075377,0.231155779
0.145728643,0.371859296
0.743718593,0.432160804
0.045226131,0.296482412
0,0.743718593
0.015075377,0.51758794
0.904522613,0.190954774
0.005025126,0.67839196
0.055276382,0.783919598
0.020100503,0.522613065
0.653266332,0.733668342
0.994974874,0.125628141
0.010050251,0.150753769
1,0.412060302
0.010050251,0.542713568
0.025125628,0.603015075
0.507537688,0.56281407
1,0.24120603
0.055276382,0.768844221
1,0
0.979899497,0.366834171
0.040201005,0.095477387
0.035175879,0.492462312
0.783919598,0.301507538
0.010050251,0.618090452
0.979899497,0.512562814
0.909547739,0.266331658
1,0.326633166
0,0.266331658
0.859296482,0.422110553
0.979899497,0.412060302
1,0.653266332
0.045226131,0.391959799
0.989949749,0.35678392
1,0.939698492
0.994974874,0.301507538
0.964824121,0.713567839
0.964824121,0.552763819
0.08040201,0.371859296
0.035175879,0.301507538
0,0.236180905
0.984924623,0.557788945
0.894472362,0.075376884
0,0.281407035
0.070351759,0.271356784
0.924623116,0.201005025
0,0.40201005
0.015075377,0.361809045
0.974874372,0.256281407
0,0.341708543
0.964824121,0.422110553
0.929648241,0.427135678
0.005025126,0.532663317
0.989949749,0.195979899
0.829145729,0.673366834
0.010050251,0.487437186
0.91959799,0.407035176
0.035175879,0.512562814
0,0.331658291
0,0.417085427
0.849246231,0.427135678
0.005025126,0.221105528
0.984924623,0.613065327
0.035175879,0.351758794
1,0.422110553
0.884422111,0.32160804
0.864321608,0.351758794
0.005025126,0.311557789
0,0.83919598
0.939698492,0.206030151
0,0.301507538
0.934673367,0.190954774
0,0.206030151
0.050251256,0.547738693
0.025125628,0.251256281
0.994974874,0.487437186
0.050251256,0.75879397
0.939698492,0.271356784
0.783919598,0.567839196
0.984924623,0.266331658
0,0.67839196
0.934673367,0.572864322
0.005025126,0.522613065
0.979899497,0.366834171
0.035175879,0.195979899
0.994974874,0.100502513
0.391959799,0.537688442
0.025125628,0.778894472
0.005025126,0.090452261
0.025125628,0.306532663
0,0.236180905
0.050251256,0.16080402
0.914572864,0.32160804
0.939698492,0.447236181
0.884422111,0.201005025
0,0.43718593
0.934673367,0.256281407
0.030150754,0.271356784
0.914572864,0.48241206
0.040201005,0.331658291
0.949748744,0.120603015
0.944723618,0.341708543
0.904522613,0.100502513
0.005025126,0.864321608
0.949748744,0.592964824
0.020100503,0.361809045
0.994974874,0.708542714
1,0.43718593
0.959798995,0.43718593
0.954773869,0.407035176
0.768844221,0.366834171
1,0.376884422
0.075376884,0.653266332
0,0.442211055
0.020100503,0.351758794
0.015075377,0.879396985
0.994974874,0.331658291
0.994974874,0.417085427
0.030150754,0.105527638
0.005025126,0.688442211
0.944723618,0.351758794
0.994974874,0.572864322
0.005025126,0.155778894
0.005025126,0.231155779
0.025125628,0.75879397
0.944723618,0.663316583
0.969849246,0.547738693
0.030150754,0.75879397
0.954773869,0.261306533
0.005025126,0.412060302
0.005025126,0.48241206
0,0.35678392
0.020100503,0.236180905
0.954773869,0.472361809
0,0.552763819
1,0.386934673
0.864321608,0.432160804
1,0.603015075
0.894472362,0.537688442
0.798994975,0.56281407
0.010050251,0.376884422
0,0.381909548
0.929648241,0.432160804
0.929648241,0.804020101
0.075376884,0.864321608
0,0.206030151
0.020100503,0.638190955
0.040201005,0.497487437
0,0.48241206
0.804020101,0.190954774
0.010050251,0.859296482
0.974874372,0.849246231
0.939698492,0.633165829
0.939698492,0.271356784
0.889447236,1
0.005025126,0.422110553
0.954773869,0.35678392
0.185929648,0.316582915
1,0.487437186
0.989949749,0.718592965
0.005025126,0.025125628
0.32160804,0.688442211
0.969849246,0.698492462
0.010050251,0.070351759
0.959798995,0.326633166
0,0.59798995
0.969849246,0.407035176
0.025125628,0.432160804
1,0.140703518
0.773869347,0.457286432
1,0.713567839
0.020100503,0.155778894
0.020100503,0.864321608
0.035175879,0.552763819
0.005025126,0.547738693
0.045226131,0.261306533
1,0.773869347
0,0.56281407
0.974874372,0.577889447
0.959798995,0.211055276
0.989949749,0.35678392
0.005025126,0.587939698
0.015075377,0.180904523
0,0.582914573
0.924623116,0.487437186
0.015075377,0.467336683
0.025125628,0.899497487
0.065326633,0.552763819
0.015075377,0.281407035
0,0.201005025
0.914572864,0.497487437
0.010050251,0.155778894
0.989949749,0.306532663
0.884422111,0.281407035
1,0.417085427
0.095477387,0.713567839
0.572864322,0.683417085
0.989949749,0.115577889
0.015075377,0.180904523
0,0.512562814
0.964824121,0.829145729
0.984924623,0.256281407
0.015075377,0.713567839
0.010050251,0.371859296
0.035175879,0.412060302
0.035175879,0.673366834
0,0.683417085
0.974874372,0.155778894
0,0.286432161
0.994974874,0.472361809
0.070351759,0.326633166
0.854271357,0.638190955
0,0.35678392
0,0.206030151
0.010050251,0.577889447
0.718592965,0.477386935
0.005025126,0.442211055
0.949748744,0.281407035
0,0.477386935
0.889447236,0.43718593
0.934673367,0.100502513
0.110552764,0.467336683
0.974874372,0.271356784
0.030150754,0.165829146
0.015075377,0.216080402
0,0.527638191
0,0.708542714
0.030150754,0.326633166
0.949748744,0.211055276
0.035175879,0.477386935
0.020100503,0.618090452
0.055276382,0.190954774
0.005025126,0.16080402
0.010050251,0.40201005
0.959798995,0.512562814
0.934673367,0.768844221
0.070351759,0.854271357
0.959798995,0.472361809
0.914572864,0.959798995
0.994974874,0.291457286
0.949748744,0.587939698
0.969849246,0.301507538
0.025125628,0.502512563
0.010050251,0.75879397
0,0.542713568
0.08040201,0.271356784
0.035175879,0.447236181
0.904522613,0.974874372
0.155778894,0.663316583
0.964824121,0.447236181
0.100502513,0.316582915
0.035175879,0.396984925
0.035175879,0.532663317
0,0.155778894
0.025125628,0.447236181
0.025125628,0.472361809
0.040201005,0.552763819
0.969849246,0.623115578
0,0
0.005025126,0.442211055
0,0
0.030150754,0.256281407
0.035175879,0.286432161
0.879396985,0.567839196
0.874371859,0.618090452
0.015075377,0.331658291
0.025125628,0.592964824
0.050251256,0.738693467
0.010050251,0.190954774
0.015075377,0.361809045
0.944723618,0.653266332
0,0.386934673
0.628140704,0.51758794
0.989949749,0.296482412
0.005025126,0.291457286
0.015075377,0.48241206
0.91959799,0.718592965
0.050251256,0.341708543
0.814070352,0.27638191
0.939698492,0.537688442
0,0.422110553
0.005025126,0.16080402
0.969849246,0.311557789
0.969849246,0.110552764
0.909547739,0.371859296
0.010050251,0.050251256
0.010050251,0.376884422
0.030150754,0.236180905
0.025125628,0.532663317
0.994974874,0.447236181
0.015075377,0.75879397
0.984924623,0.668341709
0.005025126,0.135678392
0.010050251,0.190954774
0.010050251,0.668341709
0,0.854271357
